"dia","grado","asignatura","area","codigo","descripcion"
58,"8th","Bible","Life Application","8.LA.4.b","I can use examples from the Old Testament to evaluate godly behavior."
59,"8th","Bible","Life Application","8.LA.4.c","I can compare and contrast the actions of those who follow God and those who turn away from God."
60,"8th","Bible","Life Application","8.LA.4.c","I can compare and contrast the actions of those who follow God and those who turn away from God."
61,"8th","Bible","Life Application","8.LA.4.d","I can memorize verses (John 1:10-12, John 13:34-35, John 14:1-3) and articulate their meaning and application to my life."
62,"8th","Bible","Life Application","8.LA.4.d","I can memorize verses (John 1:10-12, John 13:34-35, John 14:1-3) and articulate their meaning and application to my life."
63,"8th","Bible","Christian Service","8.CS.5.a","I can identify and explain a passage of Scripture that demonstrates God's call on his people to "do justice.""
64,"8th","Bible","Christian Service","8.CS.5.a","I can identify and explain a passage of Scripture that demonstrates God's call on his people to "do justice.""
65,"8th","Bible","Christian Service","8.CS.5.b","I can reflect on a way that I have either "done justice" personally or seen it done this semester."
66,"8th","Bible","Christian Service","8.CS.5.b","I can reflect on a way that I have either "done justice" personally or seen it done this semester."
67,"8th","Bible","Christian Service","8.CS.5.c","I can give an example of how mercy (getting what you don't deserve) applies to service to others."
68,"8th","Bible","Christian Service","8.CS.5.c","I can give an example of how mercy (getting what you don't deserve) applies to service to others."
69,"8th","Bible","Christian Service","8.CS.5.d","I can evaluate personal barriers to service and God's provision to overcome them."
70,"8th","Bible","Christian Service","8.CS.5.d","I can evaluate personal barriers to service and God's provision to overcome them."
71,"8th","Bible","Christian Service","8.CS.5.e","I can help plan and implement service projects."
72,"8th","Bible","Christian Service","8.CS.5.e","I can help plan and implement service projects."
73,"8th","Bible","Biblical Literacy","8.BL.1.a","I can summarize the key concepts and primary themes of Old Testament books."
74,"8th","Bible","Biblical Literacy","8.BL.1.a","I can summarize the key concepts and primary themes of Old Testament books."
75,"8th","Bible","Biblical Literacy","8.BL.1.b","I can articulate how individual books in the Old Testament relate to the major themes of the Bible."
76,"8th","Bible","Biblical Literacy","8.BL.1.b","I can articulate how individual books in the Old Testament relate to the major themes of the Bible."
77,"8th","Bible","Biblical Literacy","8.BL.1.c","I can identify key events and people in the Bible."
78,"8th","Bible","Biblical Literacy","8.BL.1.c","I can identify key events and people in the Bible."
79,"8th","Bible","Spiritual Discernment","8.SD.2.a","I can explain Biblical inspiration and authority."
80,"8th","Bible","Spiritual Discernment","8.SD.2.a","I can explain Biblical inspiration and authority."
81,"8th","Bible","Spiritual Discernment","8.SD.2.b","I can evaluate how God works in the lives of Old Testament men and women in spite of human weakness and failings."
82,"8th","Bible","Spiritual Discernment","8.SD.2.b","I can evaluate how God works in the lives of Old Testament men and women in spite of human weakness and failings."
83,"8th","Bible","Biblical Worldview","8.BW.3.a","I can distinguish between following God and following idols."
84,"8th","Bible","Biblical Worldview","8.BW.3.a","I can distinguish between following God and following idols."
85,"8th","Bible","Biblical Worldview","8.BW.3.b","I can identify Old Testament prophecies that are fulfilled by Jesus Christ."
86,"8th","Bible","Biblical Worldview","8.BW.3.b","I can identify Old Testament prophecies that are fulfilled by Jesus Christ."
87,"8th","Bible","Biblical Worldview","8.BW.3.c","I can discuss the implications of being created in God's image."
88,"8th","Bible","Biblical Worldview","8.BW.3.c","I can discuss the implications of being created in God's image."
89,"8th","Bible","Biblical Worldview","8.BW.3.d","I can evaluate the basis for law and how biblical, natural, and civil laws interact."
90,"8th","Bible","Biblical Worldview","8.BW.3.d","I can evaluate the basis for law and how biblical, natural, and civil laws interact."
91,"8th","Bible","Life Application","8.LA.4.a","I can discuss how principles of the Old Testament can enrich my life."
92,"8th","Bible","Life Application","8.LA.4.a","I can discuss how principles of the Old Testament can enrich my life."
93,"8th","Bible","Life Application","8.LA.4.b","I can use examples from the Old Testament to evaluate godly behavior."
94,"8th","Bible","Life Application","8.LA.4.b","I can use examples from the Old Testament to evaluate godly behavior."
95,"8th","Bible","Life Application","8.LA.4.c","I can compare and contrast the actions of those who follow God and those who turn away from God."
96,"8th","Bible","Life Application","8.LA.4.c","I can compare and contrast the actions of those who follow God and those who turn away from God."
97,"8th","Bible","Life Application","8.LA.4.d","I can memorize verses (John 1:10-12, John 13:34-35, John 14:1-3) and articulate their meaning and application to my life."
98,"8th","Bible","Life Application","8.LA.4.d","I can memorize verses (John 1:10-12, John 13:34-35, John 14:1-3) and articulate their meaning and application to my life."
99,"8th","Bible","Christian Service","8.CS.5.a","I can identify and explain a passage of Scripture that demonstrates God's call on his people to "do justice.""
100,"8th","Bible","Christian Service","8.CS.5.a","I can identify and explain a passage of Scripture that demonstrates God's call on his people to "do justice.""
101,"8th","Bible","Christian Service","8.CS.5.b","I can reflect on a way that I have either "done justice" personally or seen it done this semester."
102,"8th","Bible","Christian Service","8.CS.5.b","I can reflect on a way that I have either "done justice" personally or seen it done this semester."
103,"8th","Bible","Christian Service","8.CS.5.c","I can give an example of how mercy (getting what you don't deserve) applies to service to others."
104,"8th","Bible","Christian Service","8.CS.5.c","I can give an example of how mercy (getting what you don't deserve) applies to service to others."
105,"8th","Bible","Christian Service","8.CS.5.d","I can evaluate personal barriers to service and God's provision to overcome them."
106,"8th","Bible","Christian Service","8.CS.5.d","I can evaluate personal barriers to service and God's provision to overcome them."
107,"8th","Bible","Christian Service","8.CS.5.e","I can help plan and implement service projects."
108,"8th","Bible","Christian Service","8.CS.5.e","I can help plan and implement service projects."
109,"8th","Bible","Biblical Literacy","8.BL.1.a","I can summarize the key concepts and primary themes of Old Testament books."
110,"8th","Bible","Biblical Literacy","8.BL.1.a","I can summarize the key concepts and primary themes of Old Testament books."
111,"8th","Bible","Biblical Literacy","8.BL.1.b","I can articulate how individual books in the Old Testament relate to the major themes of the Bible."
112,"8th","Bible","Biblical Literacy","8.BL.1.b","I can articulate how individual books in the Old Testament relate to the major themes of the Bible."
113,"8th","Bible","Biblical Literacy","8.BL.1.c","I can identify key events and people in the Bible."
114,"8th","Bible","Biblical Literacy","8.BL.1.c","I can identify key events and people in the Bible."
115,"8th","Bible","Spiritual Discernment","8.SD.2.a","I can explain Biblical inspiration and authority."
116,"8th","Bible","Spiritual Discernment","8.SD.2.a","I can explain Biblical inspiration and authority."
117,"8th","Bible","Spiritual Discernment","8.SD.2.b","I can evaluate how God works in the lives of Old Testament men and women in spite of human weakness and failings."
118,"8th","Bible","Spiritual Discernment","8.SD.2.b","I can evaluate how God works in the lives of Old Testament men and women in spite of human weakness and failings."
119,"8th","Bible","Biblical Worldview","8.BW.3.a","I can distinguish between following God and following idols."
120,"8th","Bible","Biblical Worldview","8.BW.3.a","I can distinguish between following God and following idols."
121,"8th","Bible","Biblical Worldview","8.BW.3.b","I can identify Old Testament prophecies that are fulfilled by Jesus Christ."
122,"8th","Bible","Biblical Worldview","8.BW.3.b","I can identify Old Testament prophecies that are fulfilled by Jesus Christ."
123,"8th","Bible","Biblical Worldview","8.BW.3.c","I can discuss the implications of being created in God's image."
124,"8th","Bible","Biblical Worldview","8.BW.3.c","I can discuss the implications of being created in God's image."
125,"8th","Bible","Biblical Worldview","8.BW.3.d","I can evaluate the basis for law and how biblical, natural, and civil laws interact."
126,"8th","Bible","Biblical Worldview","8.BW.3.d","I can evaluate the basis for law and how biblical, natural, and civil laws interact."
127,"8th","Bible","Life Application","8.LA.4.a","I can discuss how principles of the Old Testament can enrich my life."
128,"8th","Bible","Life Application","8.LA.4.a","I can discuss how principles of the Old Testament can enrich my life."
129,"8th","Bible","Life Application","8.LA.4.b","I can use examples from the Old Testament to evaluate godly behavior."
130,"8th","Bible","Life Application","8.LA.4.b","I can use examples from the Old Testament to evaluate godly behavior."
131,"8th","Bible","Life Application","8.LA.4.c","I can compare and contrast the actions of those who follow God and those who turn away from God."
132,"8th","Bible","Life Application","8.LA.4.c","I can compare and contrast the actions of those who follow God and those who turn away from God."
133,"8th","Bible","Life Application","8.LA.4.d","I can memorize verses (John 1:10-12, John 13:34-35, John 14:1-3) and articulate their meaning and application to my life."
134,"8th","Bible","Life Application","8.LA.4.d","I can memorize verses (John 1:10-12, John 13:34-35, John 14:1-3) and articulate their meaning and application to my life."
