"dia","grado","asignatura","area","codigo","descripcion"
37,"10th","Bible","Course Abilities","10.CA.5","I can develop a wide range of techniques for studying the Bible as its own expositor and incorporate its relevance from past to present through studying Ellen White's writings and other contemporary and historical documents."
38,"10th","Bible","Course Abilities","10.CA.6","I can acquire and integrate knowledge to research and analyze biblical stories and/or spiritual concepts, in some depth."
39,"10th","Bible","Course Abilities","10.CA.7","I can develop creative and higher order thinking skills (research, analysis, synthesis, evaluation, etc.) based on a biblical worldview."
40,"10th","Bible","Course Abilities","10.CA.8","I can use verbal and nonverbal responses to convey a clear, engaging message across a range of communication types about biblical spirituality to meet the needs of specific contexts, purposes, and audiences."
41,"10th","Bible","Course Abilities","10.CA.9","I can develop the skills to give reasons to support one's thinking, applying prior knowledge to new contexts, in order to clarify one's own personal, biblical position."
42,"10th","Bible","Course Abilities","10.CA.10","I can analyze and apply the relevance of biblical and historical themes and apply this to one's life."
43,"10th","Bible","Course Abilities","10.CA.11","I can identify and explore ways in which one's relationship with God and His Word is life changing and is expressed through knowledge, attitudes and actions."
44,"10th","Bible","Course Abilities","10.CA.12","I can learn relationship-building skills by applying Biblical, Christ-like principles of genuine care for others, handling challenges in human relationships, communicating effectively, accepting responsibility, participating in community, and serving others."
45,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.1","I can identify that God's relationship with humankind crosses cultures and borders and embraces all humanity."
46,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.2","I can research the nature of God as seen in Old Testament times and how He related to His people."
47,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.3","I can define and outline a covenant relationship, specifically between God and His people."
48,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.4","I can analyze the role and messages of some of the Old Testament prophets, specifically Hosea, in light of the people's obedience, destruction, and deliverance."
49,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.5","I can investigate key messages from the story of Hosea such as the role of knowledge in relationship, obedience, idolatry, sin, grace, healthy relationships, and responding to the generous heart of God."
50,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.6","I can identify characteristics of David that made him a man after God's own heart."
51,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.7","I can apply these characteristics to how one can live after God's heart today."
52,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.8","I can explore key events surrounding the life of David, such as his anointing, his battle with Goliath, fleeing from Saul, Saul's death, David's kingship, and his adultery with Bathsheba."
53,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.9","I can investigate key messages from the life of David, such as what it means to be called by God; humility and pride; temptation and sin; and responding to God's love, grace, and desire for a relationship with us; and apply these themes to one's life."
54,"10th","Bible","Unit Content - Sermon on the Mount","10.UC.10.2.1","I can identify and investigate the messages from Jesus' Sermon on the Mount and other messages."
55,"10th","Bible","Unit Content - Sermon on the Mount","10.UC.10.2.2","I can personally apply the messages from the Sermon on the Mount in relevant and meaningful ways."
56,"10th","Bible","Unit Content - Sermon on the Mount","10.UC.10.2.3","I can investigate what Jesus meant when He taught about the kingdom of God."
57,"10th","Bible","Unit Content - Sermon on the Mount","10.UC.10.2.4","I can explore what it means to be a follower of Jesus."
58,"10th","Bible","Unit Content - Early Church","10.UC.10.3.1","I can outline the events and people involved in the development and growth of the early Christian church as found in the book of Acts."
59,"10th","Bible","Unit Content - Early Church","10.UC.10.3.2","I can explore the role of the Holy Spirit in giving power, spiritual gifts, the fruit of the Spirit, revival and reformation, and victory in Christ."
60,"10th","Bible","Unit Content - Early Church","10.UC.10.3.3","I can identify a variety of ways one can respond to the Great Commission through witnessing and sharing Jesus and His messages with the world."
61,"10th","Bible","Unit Content - Abiding in Jesus","10.UC.10.4.1","I can examine and express how being connected to Jesus (Bible study, prayer) is the secret to an abundant life."
62,"10th","Bible","Unit Content - Abiding in Jesus","10.UC.10.4.2","I can explore how the essence of God's law is love."
63,"10th","Bible","Unit Content - Abiding in Jesus","10.UC.10.4.3","I can explore and apply biblical principles for lifestyle choices (relationships and marriage, health and substances, body image, social media, entertainment, money, temptation, and God's will for our lives) and how wrong choices separate us from a relationship with God while we wait for Jesus to return."
64,"10th","Bible","Unit Content - Abiding in Jesus","10.UC.10.4.4","I can explore how God's plan is for us to have a deep and personal, living relationship with Jesus Christ, which changes everything, and for this truth to be taken to the whole world."
65,"10th","Bible","Course Focus","10.CF.1","I can identify and examine Scripture as the foundational source of revealing of God, taking into account its origin and purpose."
66,"10th","Bible","Course Focus","10.CF.2","I can explore and evaluate Seventh-day Adventist biblical fundamental beliefs."
67,"10th","Bible","Course Focus","10.CF.3","I can apply Seventh-day Adventist beliefs in discipleship of Christ through relationships, lifestyle, and service."
68,"10th","Bible","Course Focus","10.CF.4","I can explore and examine the life of Ellen G. White as a prophet of God and utilize her writings."
69,"10th","Bible","Course Abilities","10.CA.5","I can develop a wide range of techniques for studying the Bible as its own expositor and incorporate its relevance from past to present through studying Ellen White's writings and other contemporary and historical documents."
70,"10th","Bible","Course Abilities","10.CA.6","I can acquire and integrate knowledge to research and analyze biblical stories and/or spiritual concepts, in some depth."
71,"10th","Bible","Course Abilities","10.CA.7","I can develop creative and higher order thinking skills (research, analysis, synthesis, evaluation, etc.) based on a biblical worldview."
72,"10th","Bible","Course Abilities","10.CA.8","I can use verbal and nonverbal responses to convey a clear, engaging message across a range of communication types about biblical spirituality to meet the needs of specific contexts, purposes, and audiences."
73,"10th","Bible","Course Abilities","10.CA.9","I can develop the skills to give reasons to support one's thinking, applying prior knowledge to new contexts, in order to clarify one's own personal, biblical position."
74,"10th","Bible","Course Abilities","10.CA.10","I can analyze and apply the relevance of biblical and historical themes and apply this to one's life."
75,"10th","Bible","Course Abilities","10.CA.11","I can identify and explore ways in which one's relationship with God and His Word is life changing and is expressed through knowledge, attitudes and actions."
76,"10th","Bible","Course Abilities","10.CA.12","I can learn relationship-building skills by applying Biblical, Christ-like principles of genuine care for others, handling challenges in human relationships, communicating effectively, accepting responsibility, participating in community, and serving others."
77,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.1","I can identify that God's relationship with humankind crosses cultures and borders and embraces all humanity."
78,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.2","I can research the nature of God as seen in Old Testament times and how He related to His people."
79,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.3","I can define and outline a covenant relationship, specifically between God and His people."
80,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.4","I can analyze the role and messages of some of the Old Testament prophets, specifically Hosea, in light of the people's obedience, destruction, and deliverance."
81,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.5","I can investigate key messages from the story of Hosea such as the role of knowledge in relationship, obedience, idolatry, sin, grace, healthy relationships, and responding to the generous heart of God."
82,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.6","I can identify characteristics of David that made him a man after God's own heart."
83,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.7","I can apply these characteristics to how one can live after God's heart today."
84,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.8","I can explore key events surrounding the life of David, such as his anointing, his battle with Goliath, fleeing from Saul, Saul's death, David's kingship, and his adultery with Bathsheba."
85,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.9","I can investigate key messages from the life of David, such as what it means to be called by God; humility and pride; temptation and sin; and responding to God's love, grace, and desire for a relationship with us; and apply these themes to one's life."
86,"10th","Bible","Unit Content - Sermon on the Mount","10.UC.10.2.1","I can identify and investigate the messages from Jesus' Sermon on the Mount and other messages."
87,"10th","Bible","Unit Content - Sermon on the Mount","10.UC.10.2.2","I can personally apply the messages from the Sermon on the Mount in relevant and meaningful ways."
88,"10th","Bible","Unit Content - Sermon on the Mount","10.UC.10.2.3","I can investigate what Jesus meant when He taught about the kingdom of God."
89,"10th","Bible","Unit Content - Sermon on the Mount","10.UC.10.2.4","I can explore what it means to be a follower of Jesus."
90,"10th","Bible","Unit Content - Early Church","10.UC.10.3.1","I can outline the events and people involved in the development and growth of the early Christian church as found in the book of Acts."
91,"10th","Bible","Unit Content - Early Church","10.UC.10.3.2","I can explore the role of the Holy Spirit in giving power, spiritual gifts, the fruit of the Spirit, revival and reformation, and victory in Christ."
92,"10th","Bible","Unit Content - Early Church","10.UC.10.3.3","I can identify a variety of ways one can respond to the Great Commission through witnessing and sharing Jesus and His messages with the world."
93,"10th","Bible","Unit Content - Abiding in Jesus","10.UC.10.4.1","I can examine and express how being connected to Jesus (Bible study, prayer) is the secret to an abundant life."
94,"10th","Bible","Unit Content - Abiding in Jesus","10.UC.10.4.2","I can explore how the essence of God's law is love."
95,"10th","Bible","Unit Content - Abiding in Jesus","10.UC.10.4.3","I can explore and apply biblical principles for lifestyle choices (relationships and marriage, health and substances, body image, social media, entertainment, money, temptation, and God's will for our lives) and how wrong choices separate us from a relationship with God while we wait for Jesus to return."
96,"10th","Bible","Unit Content - Abiding in Jesus","10.UC.10.4.4","I can explore how God's plan is for us to have a deep and personal, living relationship with Jesus Christ, which changes everything, and for this truth to be taken to the whole world."
97,"10th","Bible","Course Focus","10.CF.1","I can identify and examine Scripture as the foundational source of revealing of God, taking into account its origin and purpose."
98,"10th","Bible","Course Focus","10.CF.2","I can explore and evaluate Seventh-day Adventist biblical fundamental beliefs."
99,"10th","Bible","Course Focus","10.CF.3","I can apply Seventh-day Adventist beliefs in discipleship of Christ through relationships, lifestyle, and service."
100,"10th","Bible","Course Focus","10.CF.4","I can explore and examine the life of Ellen G. White as a prophet of God and utilize her writings."
101,"10th","Bible","Course Abilities","10.CA.5","I can develop a wide range of techniques for studying the Bible as its own expositor and incorporate its relevance from past to present through studying Ellen White's writings and other contemporary and historical documents."
102,"10th","Bible","Course Abilities","10.CA.6","I can acquire and integrate knowledge to research and analyze biblical stories and/or spiritual concepts, in some depth."
103,"10th","Bible","Course Abilities","10.CA.7","I can develop creative and higher order thinking skills (research, analysis, synthesis, evaluation, etc.) based on a biblical worldview."
104,"10th","Bible","Course Abilities","10.CA.8","I can use verbal and nonverbal responses to convey a clear, engaging message across a range of communication types about biblical spirituality to meet the needs of specific contexts, purposes, and audiences."
105,"10th","Bible","Course Abilities","10.CA.9","I can develop the skills to give reasons to support one's thinking, applying prior knowledge to new contexts, in order to clarify one's own personal, biblical position."
106,"10th","Bible","Course Abilities","10.CA.10","I can analyze and apply the relevance of biblical and historical themes and apply this to one's life."
107,"10th","Bible","Course Abilities","10.CA.11","I can identify and explore ways in which one's relationship with God and His Word is life changing and is expressed through knowledge, attitudes and actions."
108,"10th","Bible","Course Abilities","10.CA.12","I can learn relationship-building skills by applying Biblical, Christ-like principles of genuine care for others, handling challenges in human relationships, communicating effectively, accepting responsibility, participating in community, and serving others."
109,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.1","I can identify that God's relationship with humankind crosses cultures and borders and embraces all humanity."
110,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.2","I can research the nature of God as seen in Old Testament times and how He related to His people."
111,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.3","I can define and outline a covenant relationship, specifically between God and His people."
112,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.4","I can analyze the role and messages of some of the Old Testament prophets, specifically Hosea, in light of the people's obedience, destruction, and deliverance."
113,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.5","I can investigate key messages from the story of Hosea such as the role of knowledge in relationship, obedience, idolatry, sin, grace, healthy relationships, and responding to the generous heart of God."
114,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.6","I can identify characteristics of David that made him a man after God's own heart."
115,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.7","I can apply these characteristics to how one can live after God's heart today."
116,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.8","I can explore key events surrounding the life of David, such as his anointing, his battle with Goliath, fleeing from Saul, Saul's death, David's kingship, and his adultery with Bathsheba."
117,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.9","I can investigate key messages from the life of David, such as what it means to be called by God; humility and pride; temptation and sin; and responding to God's love, grace, and desire for a relationship with us; and apply these themes to one's life."
118,"10th","Bible","Unit Content - Sermon on the Mount","10.UC.10.2.1","I can identify and investigate the messages from Jesus' Sermon on the Mount and other messages."
119,"10th","Bible","Unit Content - Sermon on the Mount","10.UC.10.2.2","I can personally apply the messages from the Sermon on the Mount in relevant and meaningful ways."
120,"10th","Bible","Unit Content - Sermon on the Mount","10.UC.10.2.3","I can investigate what Jesus meant when He taught about the kingdom of God."
121,"10th","Bible","Unit Content - Sermon on the Mount","10.UC.10.2.4","I can explore what it means to be a follower of Jesus."
122,"10th","Bible","Unit Content - Early Church","10.UC.10.3.1","I can outline the events and people involved in the development and growth of the early Christian church as found in the book of Acts."
123,"10th","Bible","Unit Content - Early Church","10.UC.10.3.2","I can explore the role of the Holy Spirit in giving power, spiritual gifts, the fruit of the Spirit, revival and reformation, and victory in Christ."
124,"10th","Bible","Unit Content - Early Church","10.UC.10.3.3","I can identify a variety of ways one can respond to the Great Commission through witnessing and sharing Jesus and His messages with the world."
125,"10th","Bible","Unit Content - Abiding in Jesus","10.UC.10.4.1","I can examine and express how being connected to Jesus (Bible study, prayer) is the secret to an abundant life."
126,"10th","Bible","Unit Content - Abiding in Jesus","10.UC.10.4.2","I can explore how the essence of God's law is love."
127,"10th","Bible","Unit Content - Abiding in Jesus","10.UC.10.4.3","I can explore and apply biblical principles for lifestyle choices (relationships and marriage, health and substances, body image, social media, entertainment, money, temptation, and God's will for our lives) and how wrong choices separate us from a relationship with God while we wait for Jesus to return."
128,"10th","Bible","Unit Content - Abiding in Jesus","10.UC.10.4.4","I can explore how God's plan is for us to have a deep and personal, living relationship with Jesus Christ, which changes everything, and for this truth to be taken to the whole world."
129,"10th","Bible","Course Focus","10.CF.1","I can identify and examine Scripture as the foundational source of revealing of God, taking into account its origin and purpose."
130,"10th","Bible","Course Focus","10.CF.2","I can explore and evaluate Seventh-day Adventist biblical fundamental beliefs."
131,"10th","Bible","Course Focus","10.CF.3","I can apply Seventh-day Adventist beliefs in discipleship of Christ through relationships, lifestyle, and service."
132,"10th","Bible","Course Focus","10.CF.4","I can explore and examine the life of Ellen G. White as a prophet of God and utilize her writings."
133,"10th","Bible","Course Abilities","10.CA.5","I can develop a wide range of techniques for studying the Bible as its own expositor and incorporate its relevance from past to present through studying Ellen White's writings and other contemporary and historical documents."
134,"10th","Bible","Course Abilities","10.CA.6","I can acquire and integrate knowledge to research and analyze biblical stories and/or spiritual concepts, in some depth."
135,"10th","Bible","Course Abilities","10.CA.7","I can develop creative and higher order thinking skills (research, analysis, synthesis, evaluation, etc.) based on a biblical worldview."
136,"10th","Bible","Course Abilities","10.CA.8","I can use verbal and nonverbal responses to convey a clear, engaging message across a range of communication types about biblical spirituality to meet the needs of specific contexts, purposes, and audiences."
137,"10th","Bible","Course Abilities","10.CA.9","I can develop the skills to give reasons to support one's thinking, applying prior knowledge to new contexts, in order to clarify one's own personal, biblical position."
138,"10th","Bible","Course Abilities","10.CA.10","I can analyze and apply the relevance of biblical and historical themes and apply this to one's life."
139,"10th","Bible","Course Abilities","10.CA.11","I can identify and explore ways in which one's relationship with God and His Word is life changing and is expressed through knowledge, attitudes and actions."
140,"10th","Bible","Course Abilities","10.CA.12","I can learn relationship-building skills by applying Biblical, Christ-like principles of genuine care for others, handling challenges in human relationships, communicating effectively, accepting responsibility, participating in community, and serving others."
141,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.1","I can identify that God's relationship with humankind crosses cultures and borders and embraces all humanity."
142,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.2","I can research the nature of God as seen in Old Testament times and how He related to His people."
143,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.3","I can define and outline a covenant relationship, specifically between God and His people."
144,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.4","I can analyze the role and messages of some of the Old Testament prophets, specifically Hosea, in light of the people's obedience, destruction, and deliverance."
145,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.5","I can investigate key messages from the story of Hosea such as the role of knowledge in relationship, obedience, idolatry, sin, grace, healthy relationships, and responding to the generous heart of God."
146,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.6","I can identify characteristics of David that made him a man after God's own heart."
147,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.7","I can apply these characteristics to how one can live after God's heart today."
148,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.8","I can explore key events surrounding the life of David, such as his anointing, his battle with Goliath, fleeing from Saul, Saul's death, David's kingship, and his adultery with Bathsheba."
149,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.9","I can investigate key messages from the life of David, such as what it means to be called by God; humility and pride; temptation and sin; and responding to God's love, grace, and desire for a relationship with us; and apply these themes to one's life."
150,"10th","Bible","Unit Content - Sermon on the Mount","10.UC.10.2.1","I can identify and investigate the messages from Jesus' Sermon on the Mount and other messages."
151,"10th","Bible","Unit Content - Sermon on the Mount","10.UC.10.2.2","I can personally apply the messages from the Sermon on the Mount in relevant and meaningful ways."
152,"10th","Bible","Unit Content - Sermon on the Mount","10.UC.10.2.3","I can investigate what Jesus meant when He taught about the kingdom of God."
153,"10th","Bible","Unit Content - Sermon on the Mount","10.UC.10.2.4","I can explore what it means to be a follower of Jesus."
154,"10th","Bible","Unit Content - Early Church","10.UC.10.3.1","I can outline the events and people involved in the development and growth of the early Christian church as found in the book of Acts."
155,"10th","Bible","Unit Content - Early Church","10.UC.10.3.2","I can explore the role of the Holy Spirit in giving power, spiritual gifts, the fruit of the Spirit, revival and reformation, and victory in Christ."
156,"10th","Bible","Unit Content - Early Church","10.UC.10.3.3","I can identify a variety of ways one can respond to the Great Commission through witnessing and sharing Jesus and His messages with the world."
157,"10th","Bible","Unit Content - Abiding in Jesus","10.UC.10.4.1","I can examine and express how being connected to Jesus (Bible study, prayer) is the secret to an abundant life."
158,"10th","Bible","Unit Content - Abiding in Jesus","10.UC.10.4.2","I can explore how the essence of God's law is love."
159,"10th","Bible","Unit Content - Abiding in Jesus","10.UC.10.4.3","I can explore and apply biblical principles for lifestyle choices (relationships and marriage, health and substances, body image, social media, entertainment, money, temptation, and God's will for our lives) and how wrong choices separate us from a relationship with God while we wait for Jesus to return."
160,"10th","Bible","Unit Content - Abiding in Jesus","10.UC.10.4.4","I can explore how God's plan is for us to have a deep and personal, living relationship with Jesus Christ, which changes everything, and for this truth to be taken to the whole world."
161,"10th","Bible","Course Focus","10.CF.1","I can identify and examine Scripture as the foundational source of revealing of God, taking into account its origin and purpose."
162,"10th","Bible","Course Focus","10.CF.2","I can explore and evaluate Seventh-day Adventist biblical fundamental beliefs."
163,"10th","Bible","Course Focus","10.CF.3","I can apply Seventh-day Adventist beliefs in discipleship of Christ through relationships, lifestyle, and service."
164,"10th","Bible","Course Focus","10.CF.4","I can explore and examine the life of Ellen G. White as a prophet of God and utilize her writings."
165,"10th","Bible","Course Abilities","10.CA.5","I can develop a wide range of techniques for studying the Bible as its own expositor and incorporate its relevance from past to present through studying Ellen White's writings and other contemporary and historical documents."
166,"10th","Bible","Course Abilities","10.CA.6","I can acquire and integrate knowledge to research and analyze biblical stories and/or spiritual concepts, in some depth."
167,"10th","Bible","Course Abilities","10.CA.7","I can develop creative and higher order thinking skills (research, analysis, synthesis, evaluation, etc.) based on a biblical worldview."
168,"10th","Bible","Course Abilities","10.CA.8","I can use verbal and nonverbal responses to convey a clear, engaging message across a range of communication types about biblical spirituality to meet the needs of specific contexts, purposes, and audiences."
169,"10th","Bible","Course Abilities","10.CA.9","I can develop the skills to give reasons to support one's thinking, applying prior knowledge to new contexts, in order to clarify one's own personal, biblical position."
170,"10th","Bible","Course Abilities","10.CA.10","I can analyze and apply the relevance of biblical and historical themes and apply this to one's life."
171,"10th","Bible","Course Abilities","10.CA.11","I can identify and explore ways in which one's relationship with God and His Word is life changing and is expressed through knowledge, attitudes and actions."
172,"10th","Bible","Course Abilities","10.CA.12","I can learn relationship-building skills by applying Biblical, Christ-like principles of genuine care for others, handling challenges in human relationships, communicating effectively, accepting responsibility, participating in community, and serving others."
173,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.1","I can identify that God's relationship with humankind crosses cultures and borders and embraces all humanity."
174,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.2","I can research the nature of God as seen in Old Testament times and how He related to His people."
175,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.3","I can define and outline a covenant relationship, specifically between God and His people."
176,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.4","I can analyze the role and messages of some of the Old Testament prophets, specifically Hosea, in light of the people's obedience, destruction, and deliverance."
177,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.5","I can investigate key messages from the story of Hosea such as the role of knowledge in relationship, obedience, idolatry, sin, grace, healthy relationships, and responding to the generous heart of God."
178,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.6","I can identify characteristics of David that made him a man after God's own heart."
179,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.7","I can apply these characteristics to how one can live after God's heart today."
180,"10th","Bible","Unit Content - Hosea and David","10.UC.10.1.8","I can explore key events surrounding the life of David, such as his anointing, his battle with Goliath, fleeing from Saul, Saul's death, David's kingship, and his adultery with Bathsheba."
1,"11th","Bible","Course Focus","11.CF.1","I can evaluate and justify the ways in which Scripture is the revelation of God, taking into account its origin and purpose."
2,"11th","Bible","Course Focus","11.CF.2","I can interpret and evaluate Seventh-day Adventist biblical fundamental beliefs."
3,"11th","Bible","Course Focus","11.CF.3","I can apply Seventh-day Adventist beliefs in discipleship of Christ through relationships, lifestyle, and service."
4,"11th","Bible","Course Focus","11.CF.4","I can utilize and apply the writings of Ellen G. White as a prophet of God to enhance Biblical understanding."
5,"11th","Bible","Course Abilities","11.CA.5","I can apply a wide range of techniques for studying the Bible as its own expositor, and incorporating its relevance from past to present; for studying Ellen White's writings and other contemporary and historical documents."
6,"11th","Bible","Course Abilities","11.CA.6","I can acquire and integrate knowledge to analyze Biblical stories/ spiritual concepts, in considerable depth."
7,"11th","Bible","Course Abilities","11.CA.7","I can develop creative and higher order thinking skills (research, analysis, synthesis, evaluation, etc.) based on a biblical worldview."
8,"11th","Bible","Course Abilities","11.CA.8","I can modify verbal and non-verbal responses to convey a clear, engaging, influential message across a range of communication types about spiritual concepts to meet the needs of specific contexts, purposes and audiences."
9,"11th","Bible","Course Abilities","11.CA.9","I can develop the skills to give biblical reasons for one's viewpoint, and respond with insight, in order to justify one's personal position."
10,"11th","Bible","Course Abilities","11.CA.10","I can identify, evaluate and apply the relevance of biblical and historical themes explored and apply this to one's life."
11,"11th","Bible","Course Abilities","11.CA.11","I can identify and investigate the ways in which one's relationship with God and His Word is life-changing and is expressed through knowledge, attitudes and actions."
12,"11th","Bible","Course Abilities","11.CA.12","I can learn relationship-building skills by applying Biblical, Christ-like principles of: genuine care for others, handling challenges in human relationships, resolving conflict, communicating effectively, accepting responsibility, participating in community and serving others."
13,"11th","Bible","Unit Content - Nature of the Bible","11.UC.11.1.1","I can explain the purpose, inspiration, and history of the Bible."
14,"11th","Bible","Unit Content - Nature of the Bible","11.UC.11.1.2","I can assess the role of biblical archaeological evidence in providing credibility for the Bible."
15,"11th","Bible","Unit Content - Nature of the Bible","11.UC.11.1.3","I can delineate God's leading throughout church history through the lens of the great controversy between Christ and Satan."
16,"11th","Bible","Unit Content - Nature of the Bible","11.UC.11.1.4","I can survey the history of Christianity, with particular reference to the Reformation (key people, events, concepts, timelines, conflicts, doctrines, etc.)."
17,"11th","Bible","Unit Content - Nature of the Bible","11.UC.11.1.5","I can evaluate the impact of the Reformation period on the enduring relevance and value of the Bible."
18,"11th","Bible","Unit Content - Nature of the Bible","11.UC.11.1.6","I can relate key influences and themes of the past to present and possible future events."
19,"11th","Bible","Unit Content - Nature of the Bible","11.UC.11.1.7","I can develop techniques for studying the Bible."
20,"11th","Bible","Unit Content - Nature of the Bible","11.UC.11.1.8","I can identify the central role of the Bible in living in a relationship with Christ and its ability to answer all of life's questions."
21,"11th","Bible","Unit Content - Daniel","11.UC.11.2.1","I can study various elements of Daniel (linguistics, history, symbolism etc.)."
22,"11th","Bible","Unit Content - Daniel","11.UC.11.2.2","I can explore how the book of Daniel tells how God will reign supreme, despite the controversy here and now."
23,"11th","Bible","Unit Content - Daniel","11.UC.11.2.3","I can identify and apply narratives, key messages and prophetic themes in the book of Daniel."
24,"11th","Bible","Unit Content - Revelation","11.UC.11.3.1","I can study various elements of Revelation (authorship, audience, linguistics, structure, history, symbolism etc.)."
25,"11th","Bible","Unit Content - Revelation","11.UC.11.3.2","I can identify and explore various qualities of Jesus throughout the book of Revelation such as: Hope-Giver, Messenger, Worthy Lamb, Controller of all things, Tear-Drier, Righteous Judge, Worthy of Worship, Avenger, Deliverer, and Bridegroom."
26,"11th","Bible","Unit Content - Revelation","11.UC.11.3.3","I can identify and apply narratives, key messages and prophetic themes in the book of Revelation."
27,"11th","Bible","Unit Content - Revelation","11.UC.11.3.4","I can identify how to build a lasting relationship with Jesus that will endure forever."
28,"11th","Bible","Unit Content - SDA Movement","11.UC.11.4.1","I can identify God's leading, through the Holy Spirit, in the development of the Seventh-day Adventist Church (key people, events, concepts, time lines, conflicts, doctrines, etc.)."
29,"11th","Bible","Unit Content - SDA Movement","11.UC.11.4.2","I can explore the Biblical tests of a prophet, and explore Ellen G White's role in prophecy."
30,"11th","Bible","Unit Content - SDA Movement","11.UC.11.4.3","I can explore the messages of Revelation 10 and 11, and explain the importance of Bible study and faith in facing the future."
31,"11th","Bible","Unit Content - SDA Movement","11.UC.11.4.4","I can identify the breadth of the SDA Church across the world today, and the areas of focus within the SDA Church (health and temperance, education, printing, abolition of slavery etc.)."
32,"11th","Bible","Unit Content - SDA Movement","11.UC.11.4.5","I can apply lessons from key influences, themes, and theological concepts."
33,"11th","Bible","Unit Content - SDA Movement","11.UC.11.4.6","I can explore what revival and reformation means for Christians today, and draw conclusions about the way people develop spiritual identity while in a community of believers."
34,"11th","Bible","Course Focus","11.CF.1","I can evaluate and justify the ways in which Scripture is the revelation of God, taking into account its origin and purpose."
35,"11th","Bible","Course Focus","11.CF.2","I can interpret and evaluate Seventh-day Adventist biblical fundamental beliefs."
36,"11th","Bible","Course Focus","11.CF.3","I can apply Seventh-day Adventist beliefs in discipleship of Christ through relationships, lifestyle, and service."
37,"11th","Bible","Course Focus","11.CF.4","I can utilize and apply the writings of Ellen G. White as a prophet of God to enhance Biblical understanding."
38,"11th","Bible","Course Abilities","11.CA.5","I can apply a wide range of techniques for studying the Bible as its own expositor, and incorporating its relevance from past to present; for studying Ellen White's writings and other contemporary and historical documents."
39,"11th","Bible","Course Abilities","11.CA.6","I can acquire and integrate knowledge to analyze Biblical stories/ spiritual concepts, in considerable depth."
40,"11th","Bible","Course Abilities","11.CA.7","I can develop creative and higher order thinking skills (research, analysis, synthesis, evaluation, etc.) based on a biblical worldview."
41,"11th","Bible","Course Abilities","11.CA.8","I can modify verbal and non-verbal responses to convey a clear, engaging, influential message across a range of communication types about spiritual concepts to meet the needs of specific contexts, purposes and audiences."
42,"11th","Bible","Course Abilities","11.CA.9","I can develop the skills to give biblical reasons for one's viewpoint, and respond with insight, in order to justify one's personal position."
43,"11th","Bible","Course Abilities","11.CA.10","I can identify, evaluate and apply the relevance of biblical and historical themes explored and apply this to one's life."
44,"11th","Bible","Course Abilities","11.CA.11","I can identify and investigate the ways in which one's relationship with God and His Word is life-changing and is expressed through knowledge, attitudes and actions."
45,"11th","Bible","Course Abilities","11.CA.12","I can learn relationship-building skills by applying Biblical, Christ-like principles of: genuine care for others, handling challenges in human relationships, resolving conflict, communicating effectively, accepting responsibility, participating in community and serving others."
46,"11th","Bible","Unit Content - Nature of the Bible","11.UC.11.1.1","I can explain the purpose, inspiration, and history of the Bible."
